id,text,description,time_captured,lang,self-reported location
255486202,"RT @FloydShivambu: In light of the fact that #ANC #Zuma said we should choose our words when we critique the #NDP, Let's call it a 'neol ...","Born nd bread in d richest continent in d world,even Americans knws,I'm a self spin doctor",2013-03-24 05:48:05 UTC,en,kzn/SA
1132335180,"RT @NDP_HQ: Nobel Prize winning economist, Joseph Stiglitz, is coming to Montreal2013. Are you? http://t.co/XehI1oEiiw #NDP #mtlqc13",,2013-03-22 20:35:33 UTC,en,"Montreal, QC"
91175967,"If protecting BC's coast from @pmharper's oil pipeline makes us “radicals”, sign me up: http://t.co/A9rjL7mD7s #cdnpoli #ndp","Feminist, activist, social justice junkie, NON Partisan political observer, work in VAW field",2013-03-21 17:11:11 UTC,en,"Halifax, NS"
1204101085,"NDP
jacklayton
The #NDP has lost a great man and candidate. Goodbye #jacklayton",A man without a mustache is like teawithout sugar.,2013-03-23 18:35:57 UTC,en,"ÜT: 51.471389,-2.665463"
489449994,RT @Suaveman: Coming to #cdnpoli in 2015 with #NDP. Greenland government falls as voters send warning to mining companies http://t.co/cj ...,,2013-03-16 11:07:49 UTC,en,""
212691017,#haaaaayweeeeeey y ahora segun tu intentas recuperarme #ndp #nlp bye contigo... sabes que? te mando un besito :* #sellamarevancha,i´m goat!:*,2013-03-23 06:25:33 UTC,en,SPI
570103894,"RT @CTVNewsJoe: The #NDP hops on board to make transit and ""pass-ups"" an election issue. Hear what the @bcliberals have to say on @CTVNe ...","I mainly retweet stuff that I find interesting, relevant, newsworthy, or entertaining.",2013-03-26 00:03:45 UTC,en,""
300888596,RT @Apndp: #ndp #nientedipersonale ma quando sento o vedo parlare #Fassina del #Pd mi viene voglia di uscire e invadere la Polonia.,"Controverso,penso,parlo,scrivo,mi diverto.Adoro le donne e le bellezze del mondo.Studente Luiss.
Coordinatore Nazionale Studenti Italiani",2013-03-24 20:47:35 UTC,it,Avezzano (AQ)
20697134,@larrylarry Andrea is taking some serious heat for her comments on @metromorning this a.m.  This might just be her watershed moment. #ndp, Sceptic & P/T curmudgeon. Devourer of Can Lit. Passionate defender of the CBC/ Hardcore Leafs fan. Dad of 3 boys/bibliophile/music lover/failed bon vivant,2013-03-19 13:22:11 UTC,en,""
365592531,RT @SirLoinn: RT @YourAnonNews #CPC govt muzzles librarians &amp; archivists http://t.co/8s4xQnP6Iu #cdnpoli #lpc #ndp @bobraeMP @MarcGa ...,"Left leaning Anglican, Monarchist, Canadian (Acadienne) Archivist. Enjoys politics & political humour.- - Go Sens Go!",2013-03-20 12:17:04 UTC,en,"Ottawa, Ontario"
225438673,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/yGkEd5BGoH #NDP #cdnpoli","waiting for the revolution!
Vive la révolution!",2013-03-19 20:41:24 UTC,en,"Ottawa, ON, Canada"
72737393,RT @LibbyDavies: And we clebebrate! #C279 #transrights thankyou @r_garrison and #lgbt community for never giving up! #fb #ndp,"VIVO Media Arts Centre is a place for the production, education, distribution, exhibition and discussion of media art. Est 1973",2013-03-21 04:11:07 UTC,en,"1965 Main Street, Vancouver BC"
632333471,DÍGANME QUE ES BROMAAAAA!!!! #Ndp #muero #porqueeee,"Hi there
",2013-03-28 03:05:55 UTC,es,""
99879869,"I may go sign up for an #NDP membership, so I can do more than bake cookies as a future career...","Doctorate Candidate in Youth Studies and Media/Educator/Writer
soyez prudent, mon cher, j'ai un coeur de pirate",2013-03-26 19:52:29 UTC,en,Canada
466660837,RT @Apndp: #ndp #nientedipersonale ma quando sento o vedo parlare #Fassina del #Pd mi viene voglia di uscire e invadere la Polonia.,"Scomodo si, perché non so tacere mai..",2013-03-24 20:24:44 UTC,it,""
123035624,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/OmPy6WZlTd #NDP #cdnpoli",Om nom nom.,2013-03-19 01:56:36 UTC,en,Canada
114595836,"“@nikiashton: Great statement by @RathikaS calling Harper's team out for their sexist agenda, taking women back #ndp #canfem”","Still taken it day by day,tryin to find a better way ;)",2013-03-26 18:44:54 UTC,en,Newfoundland
467198533,RT @Apndp: #ndp #nientedipersonale ma quando sento o vedo parlare #Fassina del #Pd mi viene voglia di uscire e invadere la Polonia.,,2013-03-24 20:21:47 UTC,it,""
73583637,NDP questions why no flood money in SK budget with high spring runoff-Weather-Times Colonist http://t.co/VFf4R9akan via #SK #NDP #BradWall,"Entrepreneur, adrenaline junky, adventurer, mother, wearer of sneakers with a penchant for motorcycles.",2013-03-28 00:12:46 UTC,en,"Swift Current, SK"
277263155,#canada RT @politicalpoints: March 24 is Thomas Mulcair’s first anniversary as #NDP leader:... http://t.co/Qh2x3fvYHJ #election  #elxn41,Election Canada 2011 - What you should know / News / Tweets - May the ''best'' candidate win! ,2013-03-24 05:56:57 UTC,en,Canada
374735534,@PMLaurier @pmharper and 21 years ago Ontario NDP premiere legalized Sunday shopping. #SundayWorking #NDP #LeftWing,"Toy Soldier
",2013-03-20 19:56:25 UTC,en,""
222987791,butbutbut... Cooties! RT @wicary Jamey Heath: Why Libs and #NDP should share a bed. http://t.co/3HSgMLIR6A #cdnpoli,"There are 2 kinds of humor. One makes us chuckle about our foibles and shared humanity. The other holds people up to public ridicule. Molly Ivins 1944-2007
",2013-03-19 13:11:56 UTC,fr,Canada
1197195649,"NDP
jacklayton
The #NDP has lost a great man and candidate. Goodbye #jacklayton",,2013-03-21 12:12:48 UTC,en,Los Angeles
335955769,This is proof that the #liberals are more aligned with the #conservatives than with the #NDP. Why anyone would... http://t.co/PrSB2MqBGh,"Filmmaker, blogger, social commentator. The world is ripe for a progressive media revolution and I am here to facilitate!",2013-03-16 01:59:13 UTC,en,"Montreal, Canada"
298598869,"RT @lorene1voice: Everyone is buzzing about the awesome speech by @thomasmulcair ""let's raise people up"" Yes! #clcctc13 #NDP #cdnpoli","Lives in beautiful North Vancouver Canada, likes running for fun, yoga and eating poutine! Fortunately for everyone i dont engage in punning! ",2013-03-23 21:38:46 UTC,en,"North Vancouver, BC Canada"
510704849,NDP leader hurts Canada in Washington. States Canada doesn't want #xlpipeline Are the NDP representing Canada's best interests? #oil #ndp,,2013-03-16 14:47:14 UTC,en,""
