id,text,description,time_captured,lang,self-reported location
851843886,"Last year it was killing the penny, this year it's kids' sports gear. It wouldn't be a #cpc budget w/out a sideshow distraction #cdnpoli","Your stories, your way: Content - Strategy - Social Media. Check in on the boss @draymaker",2013-03-21 19:30:58 UTC,en,Toronto
380016963,"""@JamesJJRyan: New Abacus Poll: #CPC 32% #NDP 31% #LPC 24% #GPC 8% #BQ 19% (QC only) http://t.co/STj3nOURGf #cdnpoli #canada"" PM Mulcair!",President OECTA Sudbury Elementary and Occasional Teachers Unit,2013-03-27 18:46:43 UTC,en,"Sudbury, ON"
186285606,RT @Nonanon_anon: It's not winning if you have 2 cheat. @pmharper #cdnpoli time to deregister the #cpc. cheats and liars. Look at statem ...,When I figure it out I'll let you know. Re-tweets may or may not be an endorsement.,2013-03-14 19:54:56 UTC,en,""
319749893,RT @graciestyle: Local cartoonist sketches his impression on my #CPC love. http://t.co/75XubIe8a4,"U of A Commerce student, OM Major, Menial labourer, 90s sitcom connoisseur. Humour is the weapon of an unarmed people: blah blah blah I make inappropriate jokes",2013-03-17 01:34:48 UTC,en,"Edmonton, Alberta "
40536415,@CBCNews #Brazeau #Duffy #Wallin #Flanagan and now #Boisvenu #CPC #cdnpoli,Not showing the world what it SHOULD be.. but what it CAN be...one sarcastic tweet at a time... ,2013-03-27 17:20:49 UTC,en,The Bat Cave
276761716,"Hey @ForceFourEnt how about you do a ""doc"" on CBSA officers under investigation - or #CPC politicians who take ILLEGAL donations #cndpoli","To be Arthur, or not too Bea Arthur, that is the question. ",2013-03-17 19:19:18 UTC,en,Calgary
1056066385,"RT Anonymous Protests @pmharper and  #CPC April 6, 2013 http://t.co/DhNuSwR8Yh  #CdnPoli  #OccupyCanada #OpFuckHarper #A6 

STEAL THIS TWEET","We are Anonymous, We are legion, We never forgive, We never forget, Expect us. #black #white #asian #native #arab #human",2013-03-17 23:44:47 UTC,en,FUCK THERON
58684655,It was roughly a 1.5% improvement in pop vote last election that gave #cpc its majority. Can it afford to alienate pro-lifers? Hmm. #cdnpoli,"I used to be on the radio & TV. Now I'm not, but I still like to joke around on twitter. RTs don't equal endorsements",2013-03-26 16:14:36 UTC,en,"Victoria, B.C."
21139166,#CPC expects to balance the books in the 2015-16 budget year; surplus forecasted 2b $800mil #bgt13 #eap13 #cdnpoli @PostmediaNews,"News literacy junkie, @PostmediaNews parliamentary reporter watching #SenCA, #infosec & cybersecurity with focus on digital storytelling. Tweets are my own.",2013-03-21 20:12:53 UTC,en,"Ottawa, Ontario"
501910165,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/mQ4qSVyzUL #NDP #cdnpoli","Theatre prof. at McGill. Assoc. Ed. of alt. theatre: cultural diversity and the stage, published by Teesri Duniya Theatre.  http://www.teesriduniya.com/who.html",2013-03-22 01:05:09 UTC,en,Montreal
19143481,RT @Cash4TO: I gave notice of a motion dealing with the code of conduct at LAC and #CPC forces the committee in-camera. Talk about muzzl ...,"Librarian (college), daughter, sister, aunt, jazz lover, wine amateur, Leo, bilingual,Ont.Lib.Assoc Pres 2012. Comments personal unless otherwise indicated ",2013-03-23 00:53:32 UTC,en,"Niagara, Canada"
95268418,RT @RyanMason95: @SocialDows I'll have to be the lone representative of the #CPC in Coventry after my initiation next friday,A lot of people pretend to hate me. ,2013-03-15 12:01:55 UTC,en,Essex
271965841,#coop4ca is happening - #GPC won't run in Labrador so #LPC can defeat #CPC http://t.co/4TItUntzKN #lpcldr #lpcdb8 #cdnpoli via @leadnowca,Green Party candidate in federal riding of Wild Rose. The status quo is not good enough. We need a vision for a sustainable future.,2013-03-25 04:27:22 UTC,en,"Wild Rose Riding, Alberta"
149852919,@punditsguide @RJMcClelland @nspector4 and #CPC would become ever more interested in proportional representation... #cdnpoli,Enjoying every minute with a son with down syndrome and multi-talented wife and daughters - and thousands of lesser joys!,2013-03-26 18:31:07 UTC,en,""
16740019,"RT @DavidPatersonca: If #CPC is going 2 pay #Penashue's $45k overspending fine, + #electionfraud legal costs, is the party now overspend ...","Therapist, chaplain, writer",2013-03-16 02:48:47 UTC,en,Winnipeg
38158508,Onderweg naar Cloud Partner Community dag #cloud #cpc #msft 100 partners verwelkomen,"innovation, economics, software, microsoft, competition, interop, dutch, nederland, #dutchsky, Cloud",2013-03-20 10:30:46 UTC,en,Nederland
877623170,@globeandmail how is this muzzling any different from what ppl accuse unions of doing w/ members. Hypocritical #CPC #canpoli #osstf,The reasonable man adapts himself to the world; the unreasonable man persists in making it adapt to him. Therefore all progress depends on the unreasonable man.,2013-03-27 19:14:07 UTC,en,""
384610504,RT @Gemini717: I Wish They Would Post The Final Grades Already #CPC,TRIED IT!! simple Follow me~,2013-03-25 03:08:12 UTC,en,""
753378097,"RT @ArturoReina: Bueno, esta vez no ha podido ser, pero me conformaré con ver esta noche a #CPC ;)",¡¡Viva la felicidad!!,2013-03-28 17:49:55 UTC,es,""
848955582,"Brazeau, Oda, Jaffer, Penashue....I won't say it but.........#cpc",Writer for Poletical,2013-03-15 03:46:12 UTC,en,Calgary
105911241,"Its not Mulcair who 'degrades' Canada, that has already been done many times over by Harper #cdnpoli #stopharper #opFuckHarper #ableg #cpc","We are #Anonymous, We are legion, We never forgive, We never forget-Expect us #a6 #opFuckNationalPost #WindigoSlayers #cdnpoli #inm #opFuckHarper #opThunderbird",2013-03-15 17:50:48 UTC,en,Caution: Professor Mode
976111975,"RT @DianeOrihel: 28,544 Canadians signed the #SaveELA petition which was tabled over 100 times in Parliament. Yet, #CPC voted down #NDP  ...",Interested in giving bio-diversity a helping hand,2013-03-21 04:35:48 UTC,en,Northumberland Co
515732918,RT @djclimenhaga: Tory rebel gets it right about privilege in our increasingly undemocratic Parliament: http://t.co/aJzWxDBme8 #Cdnpoli #CPC,"Music, connoisseur of fine wine & food, spiritual, enjoys wit, passionate of politics (all levels) gypsy woman, ever growing, & opinionated.",2013-03-28 17:40:54 UTC,en,Edmonton 
20636473,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/t9RwG1oXnB #NDP #cdnpoli","I'm Shane, I like stabbing, music, and cupcakes. Once won a game of Guess Who with a single question.",2013-03-18 18:27:12 UTC,en,Toronto
311469815,Nothing like see another #cpc minister take responsibly for himself. Hopefully we are witnessing a trend! #canpoli,"My comments are all my own. Except for: it is the people who control the Government, not the Government the people. W Churchill",2013-03-14 20:34:56 UTC,en,""
344564284,Kanmarade se pou en temps .... #Cpc 😉,,2013-03-28 20:57:48 UTC,fr,""
855146994,RT @SpartanVTyranny: What a beautiful tribute from @HonJohnBaird to @bobraeMP: http://t.co/UM5gm6xmpF #cdnpoli #CPC #LPC,"Education is my profession. I am an International Educator: Japan, China, Mexico, U.S. Canada and Director of EFSDP Drug Policy Reform. Youth need our support. ",2013-03-28 18:05:21 UTC,en,"British Columbia, Canada"
574279451,RT @CarletonPlace: If the #CPC want to talk betrayal of Canada just ask your adv citizen what their thoughts are on #elxnfraud #robocall ...,"highschool grad Joplin, 1954....musician, orcheatra, choir, piano,singer, reader, artist, cat-lady, activist, musician,Quaker, Taoist, Buddhist Universalist ",2013-03-19 23:17:25 UTC,en,Canada
393666869,@coco_the_bobo Lookin cool pal #CPC http://t.co/nm7PeYhr26,I am known to many as Sir Potalott and i'm also a speccy twat like @_Csummerville #Malia2013 ☀ #T20 The Ultimatum ⛄,2013-03-29 03:58:18 UTC,en,"Tranent, Scotland"
21510079,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/WQcKHUgKE9 #NDP #cdnpoli","Lawyer,Left leaning political junkie,contract bridge player,loves sports esp rugby & cricket,believes violence shd be kept out of hockey and everyday life",2013-03-18 17:12:04 UTC,en,Canada
494329128,German scientists rightly reject Canadian greenwashing http://t.co/q7UXZS1ZVd #cdnpoli #cpc @joeoliver1 @ec_minister http://t.co/2FhiSmOezS,"Beat-maker, cultural enthusiast, full-time meddler in the molecular arts and part-time political pugilist.",2013-03-20 03:58:51 UTC,en,""
180005108,"@ezralevant About the same time we start calling @SunNewsNetwork a lobby group for #BigOil and #CPC BTW Ezra, are you a registered lobbyist?","turned 60, looking for work in facilities. Love politics, History, good books. A little left of Centre.
#TM4PM ",2013-03-27 18:06:54 UTC,en,"Toronto, Ontario, Canada"
268672435,"What! The earth isn't flat? Yuh kidding me, right? RT @Bergg69 #CPC war on knowledge continues""  http://t.co/UkLWi0fLii  @webwildink","Phunambulist, kleptomane de mots, words, words and more (or less) words literally",2013-03-24 01:17:34 UTC,en,Pundemonium
150631980,RT @craggy7: Pesky people @schiz85 #cpc,#family #friends ✌,2013-03-23 12:38:39 UTC,en,England - Leicester
791995963,"RT @DiscourseMag: #CPC laughing, having a great time. #LPC #NDP look horrified.  Canadian politics at its finest. 
 #Budget2013 #cdnpoli ...",Trying to understand politics Views are my own RTs not necessarily endorsements,2013-03-21 21:28:57 UTC,en,"Montreal, Canada"
471078603,@OttawaReporter @ElizabethMay @kady #cdnpoli How will motion pass when #CPC have majority? @pmharper can be in breach all he wants!,"Real Estate Investor, Husband & Father of 3 kids, Pilot, Green Party Member, Interests: travel, hiking, politics, environment",2013-03-15 17:14:12 UTC,en,"Montreal, Canada"
119769483,RT @nspector4: Harper abortion pledge in #elexn41 shd be honoured @MPmarkwarawa shd focus on next election or next #CPC leadr http://t.c ...,"Canadian, c/ Conservative, honourably served Queen & Country. I liked it when coke was a soft drink and a joint was a hard place to hang out?",2013-03-28 20:14:42 UTC,en,"Nova Scotia, Canada"
733527702,"@ThomasMulcair ""a maple leaf on the cheque"" #cpc and #liberals working for Canada, #NDP only working f... http://t.co/yDvK4Uz2Jb #Quebec",,2013-03-22 03:21:54 UTC,en,""
46714028,"The budget is bloated, cynical, dirigiste and incoherent, but we expected that http://t.co/vSuPBDOY1E #CanadaBudget #cpc",@Carleton_U Electronics PhD student.,2013-03-22 13:15:54 UTC,en,"Richmond Hill / Ottawa, Canada"
78627903,@MuskokaMoneybag @michaelsona We'll know #CPC has thrown me under the bus if they don't credential me for the Convention in June.,"Considering a name change to Christian Independent, since I seem to be wandering in the political wilderness. Tweets on Faith, Politics, I.T., & Geek Stuff",2013-03-18 18:41:23 UTC,en,"GTA, Canada"
624961616,"RT @stephenlautens: So Harper appoints yet another #CPC Senator ""committed to Senate reform"" - that'll fix it. #cdnpoli",,2013-03-26 15:18:45 UTC,en,""
1071955452,"Sickening and yet not surprising, the arrogance of the #CPC knows no bounds

Harper and his ""Blackmail"" http://t.co/ihMLSWWw6x”",We are First Nations. We are Anonymous. We are Legion. We do not forgive. We do not forget. Expect us. #OpThunderbird #OpReckoning,2013-03-15 19:59:16 UTC,en,""
132344472,RT @michaelhaack: Contribute to @liberal_party Labrador Fed District Assoc. Harper's #CPC running same disgraced individual. We're stron ...,"UAlberta alumna [BA poli sci + english]. Interests include: politics, literature, dance, cheerleading and more. From #yeg, currently on an adventure in #ymm! ",2013-03-20 01:20:42 UTC,en,"Alberta, Canada"
898819561,"RT @finnheather: @MeganLeslieMP asks #CPC Minister to apologize for ""wonderful wife"" comment and gets heckled -&gt; http://t.co/uU0LuGVY ...","Words, books, politics, beers. Live and work in Edmonton with the Alberta New Democrats.

Tweets and opinions my own.",2013-03-27 19:36:30 UTC,en,Edmonton
1267285542,RT @HenrikSandbergJ: How to find your perfect PPC daily budget - #PPC #Adwords #SEM #marketing #CPC #leads - http://t.co/avs64ZfOSg via  ...,Get affordable SEO service as cheap as $1.  ,2013-03-17 22:30:57 UTC,en,""
1040925522,"#Anonymous Protests @pmharper and the #CPC April 6, 2013 http://t.co/EITcnKmfWM #CdnPoli  #OccupyCanada #OpStopHarper #A6",We are running ops for justice and freedom. #Anonymous #KnightSec #CabinCr3w #AIA #wikileaks #hacktivists,2013-03-25 22:20:58 UTC,en,The Interwebz
288372843,"Hey Dude, where is our Budget? Economic Action Plan is it? WTF? Can I send in a ""tax payment action plan""? #Flaherty #cdnpoli #NDP #LPC #CPC",Always adjusting perspective....As a child I overheard somber talk about The End Of The World. I  searched for a blocked alley with a big sign.,2013-03-28 16:42:12 UTC,en,""
422773751,"RT @stephenlautens: #CPC's taking us back to the future MT: ""@Min_Reyes Canada drops off list of 10 most developed countries http://t.co ...",An Albertan who values the environment more than the tar sands.,2013-03-14 19:09:32 UTC,en,""
104531604,"RT @Igboalert: @Jpudoba:@dino_melaye FELA KUTI #PDP, #ANPP, #ACN, #CPC, APC = International thief thieves. No exception Infact ACN is D  ...","Helping small business entrepreneurs to start and grow their business profitably. #Leadership, #Entrepreneurship, #Customer-care, #Youths,#Innovation,#Africa",2013-03-26 15:53:25 UTC,en,Lagos
359788259,"RT @ToryBluest: @DonDavies No we will win in 2015, 2019, 2023 and 2027. #Canada will always vote #CPC because we know best what Canada n ...","Progressive liberal. I love parrots and other pets. Sometime writer, blogger, trivia buff, political, news and sports junkie. Volunteer for many good causes.",2013-03-27 13:57:02 UTC,en,""
19881665,"RT @SusanDelacourt: Worth noting that #CPC MPs got upset about what they *couldn't* say in #HoC, instead of the nonsense they are ordere ...","Lucky to have worked in two Parliaments. Mainly Canadian & British politics. Feminist, wanted a pet leopard when I was a kid",2013-03-27 05:19:11 UTC,en,Ottawa/Manchester
66076712,RT @Beari8it: The Conservative Party was Born of Corruption and Will go Down in Corruption  http://t.co/TaZeJtP7BD #cdnpoli #CPC #corrup ...,"I am a Cree/Mohawk activist, producer & broadcaster of Acimowin, an Indigenous radio program that airs every Friday morning from 9am to 11am MST on CJSR.com.",2013-03-16 17:12:09 UTC,en,""
404689659,RT @theCIOB: An introduction to the #Complex #Projects #Contract: Book your place now at #Ascot - http://t.co/2sM9FDUBqU  #CPC,Lecturer in Engineering Project Management at The University of Manchester,2013-03-26 15:26:15 UTC,en,Manchester
198405522,"#UTA plays at the #CPC at 7:30 against Oral Roberts! Join, UTA students, this is a postseason game! #BuckEm"," Call me the Schwab. Interviewed Hunter Pence. Writer for @HornSports and Cowboys24x7  #UTAMavs#UTAMavsForFootball #MavericksOnTheRise Rowlett, TX",2013-03-20 20:07:21 UTC,en,"Arlington, TX"
107886768,RT @davidakin: #CPC take. MT @derekvanstone: Penashue's a very solid guy doing the right thing. No surprise here. Good for him for respe ...,"political junkie in rehab.  I am pro human rights: voting, women's and the right to marry whomever you love. Straight but not narrow. ",2013-03-14 19:59:00 UTC,en,Montreal
132646082,"Bien x Andrés Santa Cruz #CPC y Pablo Longueira, quiénes contestaron los dichos de #Paulman  http://t.co/4U0HYX6n1f","Es una institución que trabaja por el desarrollo y la masificación de la tecnología en Chile, en las áreas de Educación, Smart Cities y Desarrollo Digital",2013-03-22 20:32:36 UTC,es,Chile
242038643,"RT @tbeaudrymellor: Inconvenient truths 1/2 #CPC gave women &amp; aboriginal people right to vote, appointed 1st status FN person to Sen ...",Political pundit. Publicist extraordinaire. I'll make you or break you - promise. Saskatchewan always & forever. ,2013-03-21 01:57:31 UTC,en,Saskatchewan
140129979,Programão pra sexta a noite! .. - com Marcus Vinicius R. Gonçalves #CPC (: http://t.co/7g7IAJ6ji3,"You may say I'm a dreamer, but I'm not the only one (Lennon)
",2013-03-16 03:31:07 UTC,pt,São Paulo - Brasil 
107534282,"Harper Just Wants 'Control,' Former #CPC MP Says http://t.co/VP17L7EhRz #cdnpoli","Searching the wreckage for signs of the democracy-to-come, believing it is already here and politics, ultimately, is a truth procedure.",2013-03-20 15:51:10 UTC,en,""
21379617,Is the #CPC going to balance the budget in time for the next election? Most likely. Common ploy by any gov't #cndpoli,Sports and Democracy ,2013-03-21 22:32:54 UTC,en,Edmonton
266225680,"RT @irenemathyssen: Raising taxes on bicycles is no help to #economy or #environment -&gt; http://t.co/deb3cbUkwO so much for #CPC ""no n ...",Politician from rural southwestern Ontario. Federal Youth Chair for the Wellington-Halton Hills NDP and Treasurer of my local ONDY chapter.,2013-03-26 18:25:11 UTC,en,"Elora, Ontario"
282900362,RT @Dkrupski: @davidakin As a #CPC supporter I think it is important for the PM &amp; ministers to understand that we are not happy with ...,,2013-03-23 03:57:03 UTC,en,""
286723230,".@quito_maggi  Can we finally, completely end all pretense that electing #LPC is different from #CPC? coalition? as if...","I still like Tom Mulcair, hes doing a great Job. I like this pic because it reveals lots worth knowing. Including not being suckered by systems.",2013-03-15 16:39:07 UTC,en,""
262280216,"RT @Idlenomoreyeg: "" Contraband tobacco bill sets mandatory minimum sentences"" http://t.co/K90f4h3Y41  #cdnpoli #cpc #lib #ndp #c... htt ...","The Ontario Convenience Stores Association (OCSA) represents over 7,500 responsible community retailers in neighbourhoods throughout the province.",2013-03-22 21:30:05 UTC,en,"Oakville, Ontario"
16493164,RT @Relayer76: Harper govt blackmailing FNs to give up treaty rights in order to get funding.  #idlenomore #cdnpoli #cpc #lpc #ndp http: ...,"I have no fear, and feel no shame. i am attached to Sovereignty. i am already Free. #OpThunderBird Backup is @Kaymee_2",2013-03-16 16:55:02 UTC,en,USA
23533926,Saved @cassidyaugust96's life last night #cpc,,2013-03-25 04:33:06 UTC,en,AZ
292460155,"RT @irenemathyssen: ""World class"" oil spill protection? Really? Clean up ship hits sandbar en route to a #CPC photo-op: http://t.co/36lb ...",,2013-03-21 16:57:39 UTC,en,""
